name,cmc,color_identity,type_line,rarity,power,toughness,keywords,set_type,oracle_text_length,year_released,is_reprint,is_reserved,num_colors,is_creature,is_legendary,card_age_days,edhrec_rank
Pestermite,3.0,U,Creature — Faerie Rogue,common,2,1,"Flying,Flash",masters,91,2013,True,False,1,True,False,3526,6289
Drannith Stinger,2.0,R,Creature — Human Wizard,common,2,2,Cycling,expansion,133,2020,False,False,1,True,False,1013,6626
Prickly Marmoset,3.0,R,Creature — Monkey,common,2,3,First strike,expansion,86,2020,False,False,1,True,False,1013,16524
Rumbling Rockslide,4.0,R,Sorcery,common,,,,expansion,92,2020,False,False,1,False,False,1013,15843
Coiling Stalker,2.0,G,Creature — Snake Ninja,common,2,1,Ninjutsu,expansion,297,2022,False,False,1,True,False,348,12664
Two-Headed Cerberus,3.0,R,Creature — Dog,common,1,2,Double strike,expansion,80,2013,False,False,1,True,False,3414,16378
Faerie Guidemother // Gift of the Fae,1.0,W,Creature — Faerie // Sorcery — Adventure,common,1,1,Flying,expansion,0,2019,False,False,1,True,False,1216,8844
Ragged Recluse // Odious Witch,2.0,B,Creature — Human Peasant // Creature — Human Warlock,common,,,Transform,expansion,0,2021,False,False,1,True,False,439,17585
Tandem Tactics,2.0,W,Instant,common,,,,draft_innovation,77,2020,True,False,1,False,False,929,19013
Blow Your House Down,3.0,R,Sorcery,common,,,,expansion,87,2019,False,False,1,False,False,1216,16331
Mortician Beetle,1.0,B,Creature — Insect,common,1,1,,masters,89,2017,True,False,1,True,False,2147,6513
Kithkin Spellduster,5.0,W,Creature — Kithkin Wizard,common,2,3,"Flying,Persist",expansion,226,2008,False,False,1,True,False,5304,15325
Sporemound,5.0,G,Creature — Fungus,common,3,3,Landfall,draft_innovation,114,2020,True,False,1,True,False,803,2397
Breaching Hippocamp,4.0,U,Creature — Horse Fish,common,3,2,Flash,expansion,159,2013,False,False,1,True,False,3414,11338
Urborg Panther,3.0,B,Creature — Nightstalker Cat,common,2,2,,expansion,280,1996,False,False,1,True,False,9612,21238
Kozilek's Pathfinder,6.0,,Creature — Eldrazi,common,5,5,,expansion,97,2016,False,False,0,True,False,2567,11719
Agony Warp,2.0,"B,U",Instant,common,,,,masters,91,2022,True,False,2,False,False,208,15962
Stasis Cell,5.0,U,Enchantment — Aura,common,,,Enchant,draft_innovation,132,2014,True,False,1,False,False,3162,22244
Pieces of the Puzzle,3.0,U,Sorcery,common,,,,expansion,150,2016,False,False,1,False,False,2490,11816
Fortify,3.0,W,Instant,common,,,,masters,118,2021,True,False,1,False,False,684,15733
Savai Sabertooth,2.0,W,Creature — Cat,common,3,1,,expansion,0,2020,False,False,1,True,False,1013,14670
Those Who Serve,3.0,W,Creature — Zombie,common,2,4,,expansion,0,2017,False,False,1,True,False,2105,21652
Rock Jockey,3.0,R,Creature — Goblin,common,3,3,,expansion,119,2003,False,False,1,True,False,7191,23918
Teach by Example,2.0,"R,U",Instant,common,,,,expansion,117,2021,False,False,2,False,False,649,4852
Wei Scout,2.0,B,Creature — Human Soldier Scout,common,1,1,Horsemanship,starter,84,1999,False,False,1,True,False,8611,19307
Lightning Javelin,4.0,R,Sorcery,common,,,Scry,core,148,2015,False,False,1,False,False,2756,19592
Master Skald,5.0,W,Creature — Dwarf Warrior,common,4,4,,expansion,180,2021,False,False,1,True,False,726,15226
Llanowar Envoy,3.0,G,Creature — Elf Scout,common,3,2,,expansion,34,2018,False,False,1,True,False,1741,18902
Spirit Summoning,3.0,"R,W",Sorcery — Lesson,common,,,,expansion,49,2021,False,False,2,False,False,649,17630
Sabertooth Cobra,3.0,G,Creature — Snake,common,2,2,,expansion,261,1996,False,False,1,True,False,9612,10376
Sandstorm,1.0,G,Instant,common,,,,masters,52,2011,True,False,1,False,False,4405,20099
Scavenger Folk,1.0,G,Creature — Human,common,1,1,,masters,60,2011,True,False,1,True,False,4405,17999
Phyrexian Battleflies,1.0,B,Creature — Phyrexian Insect,common,0,1,Flying,duel_deck,102,2010,True,False,1,True,False,4702,18164
Spellgorger Barbarian,4.0,R,Creature — Human Nightmare Barbarian,common,3,1,,expansion,140,2002,False,False,1,True,False,7555,22285
Thwart the Enemy,3.0,G,Instant,common,,,,expansion,85,2020,False,False,1,False,False,1013,10213
Daring Skyjek,2.0,W,Creature — Human Knight,common,3,1,Battalion,expansion,121,2013,False,False,1,True,False,3652,18910
Grasp of Darkness,2.0,B,Instant,common,,,,core,45,2020,True,False,1,False,False,943,7576
Bull-Rush Bruiser,4.0,R,Creature — Minotaur Warrior,common,4,3,,draft_innovation,130,2018,False,False,1,True,False,1699,18059
Heat Ray,1.0,R,Instant,common,,,,masters,43,2017,True,False,1,False,False,1902,15377
Kor Sanctifiers,3.0,W,Creature — Kor Cleric,common,2,3,Kicker,commander,169,2015,True,False,1,True,False,2637,14761
Force Spike,1.0,U,Instant,common,,,,duel_deck,52,2012,True,False,1,False,False,3799,9464
Tread Upon,2.0,G,Instant,common,,,,expansion,63,2015,False,False,1,False,False,2868,19485
Hobblefiend,2.0,R,Creature — Devil,common,2,1,Trample,core,168,2020,False,False,1,True,False,943,9285
Baithook Angler // Hook-Haunt Drifter,2.0,U,Creature — Human Peasant // Creature — Spirit,common,,,"Flying,Transform,Disturb",expansion,0,2021,False,False,1,True,False,495,17657
Zombie Goliath,5.0,B,Creature — Zombie Giant,common,4,3,,draft_innovation,0,2014,True,False,1,True,False,3162,22735
Erdwal Ripper,3.0,R,Creature — Vampire,common,2,1,Haste,expansion,88,2012,False,False,1,True,False,4016,17980
Spire Golem,6.0,,Artifact Creature — Golem,common,2,4,"Flying,Affinity",duel_deck,92,2014,True,False,0,True,False,2980,15719
Meng Huo's Horde,5.0,G,Creature — Human Soldier,common,4,5,,masters,0,2009,True,False,1,True,False,4895,24043
Vine Snare,3.0,G,Instant,common,,,,core,90,2015,False,False,1,False,False,2756,21205
Irreverent Revelers,3.0,R,Creature — Satyr,common,2,2,,expansion,141,2020,False,False,1,True,False,1104,12661
Fissure Vent,5.0,R,Sorcery,common,,,,commander,79,2013,True,False,1,False,False,3379,18223
Cooperation,3.0,W,Enchantment — Aura,common,,,Enchant,expansion,382,1995,False,False,1,False,False,10105,18811
Pathmaker Initiate,2.0,R,Creature — Human Wizard,common,2,1,,draft_innovation,69,2018,True,False,1,True,False,1699,15151
Wing Commando,3.0,U,Creature — Human Soldier,common,2,2,"Flying,Prowess",expansion,99,2022,False,False,1,True,False,75,19735
Corpse Blockade,3.0,B,Creature — Zombie,common,1,4,Defender,expansion,88,2013,False,False,1,True,False,3652,14005
Goblin Balloon Brigade,1.0,R,Creature — Goblin Warrior,common,1,1,,draft_innovation,59,2016,True,False,1,True,False,2350,13053
Death Stroke,2.0,B,Sorcery,common,,,,masters,31,2015,True,False,1,False,False,2828,17852
Solitary Camel,3.0,W,Creature — Camel,common,3,2,,expansion,176,2017,False,False,1,True,False,2028,20848
Take Inventory,2.0,U,Sorcery,common,,,,expansion,97,2016,False,False,1,False,False,2385,23523
Tilonalli's Crown,2.0,R,Enchantment — Aura,common,,,Enchant,expansion,151,2018,False,False,1,False,False,1839,11755
Firewild Borderpost,3.0,"G,R",Artifact,common,,,,expansion,183,2009,False,False,2,False,False,5025,11427
Rise of Extus,6.0,"B,W",Sorcery,common,,,Learn,expansion,216,2021,False,False,2,False,False,649,19384
Blood Pet,1.0,B,Creature — Thrull,common,1,1,,core,29,2001,True,False,1,True,False,7966,2443
Ramosian Lieutenant,2.0,W,Creature — Human Rebel,common,1,2,,expansion,126,1999,False,False,1,True,False,8521,14313
Make Disappear,2.0,U,Instant,common,,,Casualty,expansion,218,2022,False,False,1,False,False,278,9813
Preordain,1.0,U,Sorcery,common,,,Scry,commander,173,2022,True,False,1,False,False,278,118
Kozilek's Predator,4.0,G,Creature — Eldrazi Drone,common,3,3,,masters,149,2020,True,False,1,True,False,908,9390
Nezumi Bladeblesser,3.0,B,Creature — Rat Samurai,common,3,2,,expansion,195,2022,False,False,1,True,False,348,8912
Ritual Guardian,3.0,W,Creature — Human Soldier,common,3,2,Coven,expansion,160,2021,False,False,1,True,False,495,17933
Powerstone Fracture,2.0,B,Sorcery,common,,,,expansion,117,2022,False,False,1,False,False,75,14604
Wishful Merfolk,2.0,U,Creature — Merfolk,common,3,2,Defender,draft_innovation,86,2020,True,False,1,True,False,929,20178
Deadly Riposte,2.0,W,Instant,common,,,,expansion,76,2022,False,False,1,False,False,75,18833
Spire Owl,2.0,U,Creature — Bird,common,1,1,Flying,expansion,122,1998,False,False,1,True,False,8878,10087
Crown-Hunter Hireling,5.0,R,Creature — Ogre Mercenary,common,4,4,,draft_innovation,149,2016,False,False,1,True,False,2350,15572
Safewright Quest,1.0,"G,W",Sorcery,common,,,,expansion,96,2008,False,False,2,False,False,5388,11769
Nimble Mongoose,1.0,G,Creature — Mongoose,common,1,1,"Shroud,Threshold",draft_innovation,159,2019,True,False,1,True,False,1328,18745
Tangled Islet,0.0,"G,U",Land — Forest Island,common,,,,expansion,67,2022,False,False,2,False,False,145,2488
Darklit Gargoyle,2.0,"B,W",Artifact Creature — Gargoyle,common,1,2,Flying,expansion,58,2009,False,False,2,True,False,5108,23215
Clout of the Dominus,1.0,"R,U",Enchantment — Aura,common,,,Enchant,expansion,201,2008,False,False,2,False,False,5304,7119
Skewer the Critics,3.0,R,Sorcery,common,,,Spectacle,expansion,173,2019,False,False,1,False,False,1468,8827
Akki War Paint,1.0,R,Enchantment — Aura,common,,,Enchant,expansion,89,2022,False,False,1,False,False,348,10501
Spinning Darkness,6.0,B,Instant,common,,,,expansion,176,1997,False,False,1,False,False,9368,20022
Moon-Circuit Hacker,2.0,U,Enchantment Creature — Human Ninja,common,2,1,Ninjutsu,expansion,312,2022,False,False,1,True,False,348,3445
Wirewood Elf,2.0,G,Creature — Elf Druid,common,1,2,,expansion,13,2002,False,False,1,True,False,7422,11942
Reverent Silence,4.0,G,Sorcery,common,,,,expansion,134,2000,False,False,1,False,False,8388,15122
Stensia Banquet,3.0,R,Sorcery,common,,,,expansion,121,2016,False,False,1,False,False,2385,14117
Crookshank Kobolds,0.0,R,Creature — Kobold,common,0,1,,masters,0,2007,True,False,1,True,False,5623,8001
Benalish Missionary,1.0,W,Creature — Human Cleric,common,1,1,,expansion,96,1997,False,False,1,True,False,9368,21344
Reach of Shadows,5.0,B,Instant,common,,,,expansion,50,2015,False,False,1,False,False,2931,21645
Beetleform Mage,3.0,"G,U",Creature — Human Insect Wizard,common,2,2,,expansion,100,2013,False,False,2,True,False,3561,22051
Crown of Ascension,2.0,U,Enchantment — Aura,common,,,Enchant,expansion,182,2002,False,False,1,False,False,7422,19658
Exile,3.0,W,Instant,common,,,,masters,79,2014,True,False,1,False,False,3152,14749
Violent Impact,4.0,R,Sorcery,common,,,Cycling,expansion,83,2017,False,False,1,False,False,2105,12673
Ojutai's Summons,5.0,U,Sorcery,common,,,Rebound,expansion,232,2015,False,False,1,False,False,2868,18747
Rally,2.0,W,Instant,common,,,,expansion,47,1995,False,False,1,False,False,10105,24260
Purple-Crystal Crab,2.0,U,Creature — Crab,common,1,1,,duel_deck,43,2018,False,False,1,True,False,1685,12157
Bonesplitter Sliver,4.0,R,Creature — Sliver,common,2,2,,masters,31,2021,True,False,1,True,False,684,7304
Lim-Dûl's Cohort,3.0,B,Creature — Zombie,common,2,3,,masters,112,2011,True,False,1,True,False,4405,23871
Manor Gate,0.0,G,Land — Gate,common,,,,draft_innovation,158,2022,False,False,1,False,False,236,2016
Shadow Rift,1.0,U,Instant,common,,,,masters,120,2015,True,False,1,False,False,2828,2157
Cloaked Siren,4.0,U,Creature — Siren,common,3,2,"Flying,Flash",draft_innovation,74,2016,True,False,1,True,False,2350,22144
Night Terrors,3.0,B,Sorcery,common,,,,masters,85,2017,True,False,1,False,False,2147,20161
Claws of Wirewood,4.0,G,Sorcery,common,,,Cycling,masters,129,2014,True,False,1,False,False,3152,20001
Stoic Rebuttal,3.0,U,Instant,common,,,Metalcraft,masters,108,2015,True,False,1,False,False,2812,4271
Lightwalker,2.0,W,Creature — Human Warrior,common,2,1,,draft_innovation,63,2020,True,False,1,True,False,929,19724
Hero's Resolve,2.0,W,Enchantment — Aura,common,,,Enchant,core,47,1999,True,False,1,False,False,8687,17329
Sultai Banner,3.0,"B,G,U",Artifact,common,,,,expansion,80,2014,False,False,3,False,False,3050,10437
Pheres-Band Thunderhoof,5.0,G,Creature — Centaur Warrior,common,3,4,Heroic,expansion,123,2014,False,False,1,True,False,3197,20232
Frostburn Weird,2.0,"R,U",Creature — Weird,common,1,4,,expansion,52,2012,False,False,2,True,False,3771,22841
Angelic Edict,5.0,W,Sorcery,common,,,,draft_innovation,37,2020,True,False,1,False,False,929,15006
Hound of the Farbogs,5.0,B,Creature — Zombie Dog,common,5,3,Delirium,expansion,193,2016,False,False,1,True,False,2490,21396
Overrule,2.0,"U,W",Instant,common,,,,duel_deck,69,2012,True,False,2,False,False,3960,15739
Thermal Blast,5.0,R,Instant,common,,,Threshold,expansion,143,2001,False,False,1,False,False,7793,23664
Sylvok Explorer,2.0,G,Creature — Human Druid,common,1,1,,commander,78,2016,True,False,1,True,False,2273,12709
War Elephant,4.0,W,Creature — Elephant,common,2,2,"Banding,Trample",masters,335,1995,True,False,1,True,False,10077,18905
Gale Swooper,4.0,W,Creature — Griffin,common,3,2,Flying,core,96,2020,False,False,1,True,False,943,19762
Gorilla Warrior,3.0,G,Creature — Ape Warrior,common,3,2,,starter,0,1999,True,False,1,True,False,8616,14868
Covenant of Blood,7.0,B,Sorcery,common,,,Convoke,core,216,2014,False,False,1,False,False,3120,20201
Ancestral Statue,4.0,,Artifact Creature — Golem,common,3,4,,draft_innovation,105,2020,True,False,0,True,False,929,4433
Slinking Skirge,4.0,B,Creature — Phyrexian Imp,common,2,1,Flying,expansion,51,1999,False,False,1,True,False,8640,24057
Die Young,2.0,B,Sorcery,common,,,,expansion,167,2016,False,False,1,False,False,2315,15156
Sangrite Backlash,2.0,"B,G,R",Enchantment — Aura,common,,,Enchant,expansion,47,2009,False,False,3,False,False,5025,23333
Giltgrove Stalker,2.0,G,Creature — Merfolk Warrior,common,2,1,,expansion,69,2018,False,False,1,True,False,1839,19559
Pestilent Wolf,2.0,G,Creature — Wolf,common,2,2,,expansion,58,2021,False,False,1,True,False,495,11887
Desecrated Earth,5.0,B,Sorcery,common,,,,expansion,52,2009,False,False,1,False,False,4870,21426
Sewer Crocodile,6.0,U,Creature — Crocodile,common,4,6,,expansion,160,2022,False,False,1,True,False,278,19225
Observant Alseid,3.0,W,Enchantment Creature — Nymph,common,2,2,"Vigilance,Bestow",expansion,223,2013,False,False,1,True,False,3414,15092
Survivor of the Unseen,3.0,U,Creature — Human Wizard,common,2,1,Cumulative upkeep,expansion,247,2006,False,False,1,True,False,6039,17071
Wei Ambush Force,2.0,B,Creature — Human Soldier,common,1,1,,starter,67,1999,False,False,1,True,False,8611,24197
Sivitri Scarzam,7.0,"B,U",Legendary Creature — Human,common,6,4,,masters,0,2009,True,False,2,True,True,4895,21090
Settle Beyond Reality,5.0,W,Sorcery,common,,,,masters,161,2022,True,False,1,False,False,208,9547
Kuldotha Rebirth,1.0,R,Sorcery,common,,,,expansion,109,2010,False,False,1,False,False,4506,8205
Stuffed Bear,2.0,,Artifact,common,,,,expansion,79,2021,False,False,0,False,False,495,12778
Crystal Seer,5.0,U,Creature — Vedalken Wizard,common,2,2,,expansion,167,2006,False,False,1,True,False,6207,22785
Catalyst Elemental,3.0,R,Creature — Elemental,common,2,2,,core,41,2018,False,False,1,True,False,1664,13004
Doorkeeper,2.0,U,Creature — Homunculus,common,0,4,"Mill,Defender",masters,112,2017,True,False,1,True,False,1902,9550
Felhide Minotaur,3.0,B,Creature — Minotaur,common,2,3,,expansion,0,2013,False,False,1,True,False,3414,20671
Sensor Splicer,5.0,W,Creature — Phyrexian Artificer,common,1,1,,masters,151,2022,True,False,1,True,False,208,8303
Foresight,2.0,U,Sorcery,common,,,,expansion,118,1996,False,False,1,False,False,9732,13511
Earthbind,1.0,R,Enchantment — Aura,common,,,Enchant,core,186,1994,True,False,1,False,False,10452,19068
Palace Familiar,2.0,U,Creature — Bird,common,1,1,Flying,expansion,46,2015,False,False,1,True,False,2868,13360
Pull Under,6.0,B,Instant — Arcane,common,,,,expansion,45,2004,False,False,1,False,False,6697,22970
Seeker of the Way,2.0,W,Creature — Human Warrior,common,2,2,Prowess,masters,183,2022,True,False,1,True,False,208,12163
Riptide Biologist,2.0,U,Creature — Human Wizard,common,1,2,"Morph,Protection",expansion,142,2002,False,False,1,True,False,7422,23956
Experimental Synthesizer,1.0,R,Artifact,common,,,,expansion,272,2022,False,False,1,False,False,348,6789
Tel-Jilad Wolf,3.0,G,Creature — Wolf,common,2,2,,expansion,109,2004,False,False,1,True,False,6935,23198
Cyclops of One-Eyed Pass,4.0,R,Creature — Cyclops,common,5,2,,expansion,0,2014,False,False,1,True,False,3281,23582
War-Spike Changeling,4.0,R,Creature — Shapeshifter,common,3,3,Changeling,masters,110,2013,True,False,1,True,False,3526,12879
Scattershot,3.0,R,Instant,common,,,Storm,expansion,172,2003,False,False,1,False,False,7191,13434
Blazing Effigy,2.0,R,Creature — Elemental,common,0,3,,expansion,175,1994,False,False,1,True,False,10472,22637
Curio Vendor,2.0,U,Creature — Vedalken,common,2,1,,expansion,0,2016,False,False,1,True,False,2315,24025
Ironroot Treefolk,5.0,G,Creature — Treefolk,common,3,5,,core,0,1997,True,False,1,True,False,9445,21220
Scrounging Bandar,2.0,G,Creature — Cat Monkey,common,0,0,,draft_innovation,199,2020,True,False,1,True,False,803,6873
Paralyzing Grasp,3.0,U,Enchantment — Aura,common,,,Enchant,expansion,85,2012,True,False,1,False,False,3771,18870
Mad Dog,2.0,R,Creature — Dog,common,2,2,,expansion,111,2001,False,False,1,True,False,7793,23912
Thieving Otter,3.0,U,Creature — Otter,common,2,2,,expansion,65,2020,False,False,1,True,False,1013,14290
Hedron Rover,4.0,,Artifact Creature — Construct,common,2,2,Landfall,expansion,112,2010,False,False,0,True,False,4744,18981
Mist Raven,4.0,U,Creature — Bird,common,2,2,Flying,commander,90,2021,True,False,1,True,False,726,10459
Bant Sureblade,2.0,"G,U,W",Creature — Human Soldier,common,2,1,,expansion,102,2009,False,False,3,True,False,5025,18450
Shatterskull Giant,4.0,R,Creature — Giant Warrior,common,4,3,,expansion,0,2009,False,False,1,True,False,4870,23242
Anaba Ancestor,2.0,R,Creature — Minotaur Spirit,common,1,1,,masters,67,2009,True,True,1,True,False,4895,17761
Colossal Growth,2.0,"G,R",Instant,common,,,Kicker,expansion,218,2022,False,False,2,False,False,145,14241
Slaughterhorn,3.0,G,Creature — Beast,common,3,2,Bloodrush,masters,95,2017,True,False,1,True,False,2147,18410
Redwood Treefolk,5.0,G,Creature — Treefolk,common,3,6,,core,0,2001,True,False,1,True,False,7966,21360
Bala Ged Scorpion,4.0,B,Creature — Scorpion,common,2,3,,masters,100,2017,True,False,1,True,False,1902,22827
